"from","to"
68,117
68,121
68,146
68,158
69,3
69,84
69,87
70,102
71,134
71,158
73,3
73,11
73,15
73,22
73,30
73,98
73,121
74,4
74,14
76,6
76,136
77,32
77,51
77,87
78,134
82,14
82,15
82,27
82,32
82,35
82,42
82,44
82,53
82,74
82,78
82,80
82,102
82,117
82,121
84,52
84,69
87,63
87,69
87,73
87,84
87,91
88,22
88,35
88,84
88,87
89,125
89,134
89,158
90,52
90,77
90,86
90,121
91,134
91,158
93,14
93,27
93,33
93,77
96,4
96,5
96,6
96,7
96,8
96,9
96,10
96,11
96,13
96,14
96,15
96,16
96,17
96,18
96,21
96,22
96,23
96,25
96,26
96,27
96,29
96,30
96,31
96,32
96,33
96,34
96,35
96,36
96,37
96,40
96,42
96,44
96,45
96,48
96,49
96,51
96,53
96,55
96,58
96,59
96,60
96,62
96,66
96,67
96,68
96,72
96,73
96,76
96,77
96,78
96,79
96,80
96,82
96,83
96,84
96,86
96,89
96,90
96,91
96,94
96,95
96,97
96,100
96,102
96,103
96,108
96,112
96,116
96,117
96,125
96,128
96,133
96,134
96,139
96,146
96,148
96,158
96,182
96,187
97,16
98,82
98,121
100,116
101,6
105,2
105,4
105,5
105,6
105,7
105,8
105,9
105,10
105,14
105,16
105,17
105,18
105,22
105,23
105,25
105,26
105,28
105,29
105,31
105,32
105,34
105,35
105,37
105,39
105,40
105,42
105,44
105,45
105,49
105,51
105,53
105,58
105,60
105,70
105,73
105,76
105,78
105,80
105,83
105,89
105,91
105,97
105,99
105,102
105,103
105,109
105,112
105,117
105,128
105,134
105,146
105,150
105,156
105,157
105,158
105,165
105,166
105,178
105,182
105,187
108,6
108,78
108,80
109,26
109,32
109,67
109,75
109,80
109,102
109,104
109,115
109,116
109,133
109,134
109,138
109,146
109,150
109,158
109,168
109,187
110,158
110,212
111,158
114,22
114,32
117,30
117,32
121,73
121,98
146,158
152,26
167,158
195,139
2,4
2,6
2,7
2,8
2,14
2,18
2,26
2,27
2,32
2,34
2,37
2,39
2,44
2,105
2,156
2,158
2,212
3,14
3,15
3,22
3,27
3,30
3,37
3,52
3,63
3,68
3,69
3,73
3,84
3,87
3,88
4,3
4,6
4,11
4,13
4,14
4,15
4,21
4,22
4,27
4,30
4,32
4,35
4,36
4,37
4,44
4,63
4,68
4,69
4,73
4,74
4,84
4,88
4,98
4,121
5,4
5,6
5,11
5,14
5,15
5,18
5,22
5,25
5,27
5,32
5,35
5,37
5,40
5,42
5,44
5,51
5,60
5,77
5,78
5,80
5,82
5,83
5,84
5,86
5,90
5,102
5,116
5,117
5,125
5,134
5,158
6,6
6,27
7,6
7,18
7,19
7,26
7,29
7,32
7,33
7,34
7,39
7,72
7,125
7,134
7,146
7,158
8,6
8,140
9,6
9,8
9,18
9,19
9,26
9,29
9,32
9,33
9,34
9,39
9,72
9,125
9,134
9,140
9,146
9,158
10,9
10,26
11,3
11,4
11,13
11,14
11,15
11,27
11,35
11,36
11,44
12,2
12,3
12,6
12,7
12,8
12,11
12,13
12,14
12,15
12,18
12,19
12,21
12,22
12,25
12,26
12,27
12,30
12,32
12,33
12,34
12,35
12,36
12,42
12,44
12,45
12,51
12,52
12,60
12,68
12,69
12,70
12,71
12,77
12,80
12,88
12,89
12,91
12,102
12,109
12,116
12,117
12,121
12,125
12,134
12,146
12,148
12,150
12,158
13,36
14,3
14,4
14,11
14,13
14,15
14,21
14,22
14,25
14,27
14,30
14,34
14,35
14,36
14,37
14,44
14,54
14,57
14,59
14,62
14,63
14,68
14,73
14,74
14,78
14,80
14,82
14,87
14,88
14,91
14,104
14,180
15,3
15,4
15,7
15,9
15,11
15,13
15,14
15,21
15,22
15,27
15,30
15,35
15,36
15,37
15,44
15,52
15,63
15,68
15,69
15,73
15,74
15,82
15,84
15,87
15,88
15,98
15,121
15,212
16,6
16,33
16,45
16,70
16,97
16,134
16,158
17,6
17,15
17,19
17,33
17,34
17,44
17,45
17,125
17,134
17,155
17,158
17,190
17,193
17,212
18,26
18,29
18,34
18,212
19,2
19,3
19,6
19,11
19,15
19,36
19,37
19,44
19,116
19,133
19,134
19,158
21,15
21,44
22,3
22,4
22,6
22,11
22,13
22,14
22,15
22,21
22,27
22,30
22,32
22,34
22,35
22,36
22,37
22,42
22,44
22,45
22,48
22,51
22,52
22,60
22,62
22,63
22,68
22,69
22,73
22,74
22,77
22,80
22,84
22,86
22,87
22,88
22,90
22,98
22,102
22,117
22,121
22,134
22,148
22,158
23,6
23,19
23,34
23,117
25,6
25,25
25,33
25,89
25,125
25,134
25,146
25,158
26,14
26,26
26,27
26,34
26,212
27,3
27,4
27,7
27,8
27,11
27,13
27,14
27,15
27,21
27,22
27,25
27,30
27,32
27,34
27,35
27,36
27,37
27,44
27,52
27,60
27,62
27,63
27,68
27,69
27,73
27,74
27,82
27,84
27,87
27,88
27,90
27,98
27,100
27,102
27,121
27,148
27,158
28,6
28,37
28,80
29,45
29,146
30,3
30,4
30,15
30,22
30,27
30,35
30,36
30,42
30,44
30,52
30,63
30,69
30,73
30,87
30,98
30,121
32,40
32,72
32,73
33,60
33,68
33,71
33,134
33,158
34,6
34,7
34,8
34,18
34,26
34,139
34,212
35,3
35,4
35,5
35,6
35,11
35,13
35,14
35,15
35,18
35,21
35,22
35,25
35,26
35,27
35,30
35,32
35,36
35,37
35,42
35,44
35,45
35,48
35,51
35,52
35,53
35,59
35,60
35,62
35,63
35,68
35,69
35,72
35,73
35,74
35,77
35,80
35,82
35,83
35,84
35,86
35,87
35,88
35,90
35,98
35,102
35,116
35,117
35,121
35,134
35,148
35,150
35,157
35,158
36,11
36,13
36,15
36,22
36,27
36,30
36,63
37,14
37,35
38,32
38,72
39,6
39,7
39,8
39,13
39,17
39,25
39,26
39,29
39,32
39,34
39,37
39,102
39,116
39,140
39,212
40,3
40,4
40,6
40,7
40,8
40,11
40,13
40,14
40,15
40,18
40,19
40,21
40,22
40,26
40,27
40,30
40,32
40,33
40,34
40,36
40,37
40,42
40,44
40,48
40,51
40,52
40,60
40,63
40,68
40,69
40,72
40,73
40,77
40,80
40,83
40,84
40,86
40,87
40,88
40,90
40,98
40,100
40,102
40,117
40,121
40,125
40,133
40,134
40,139
40,146
40,158
43,2
43,19
43,125
43,134
43,168
43,212
44,4
44,11
44,14
44,15
44,21
44,27
44,30
44,36
44,63
44,69
44,133
45,2
45,6
45,7
45,8
45,9
45,10
45,16
45,18
45,22
45,23
45,25
45,26
45,27
45,29
45,31
45,32
45,34
45,37
45,39
45,55
45,76
45,86
45,96
45,97
45,102
45,105
45,117
45,127
45,128
45,158
45,178
45,182
46,32
47,6
47,7
47,8
47,18
47,26
47,32
47,34
47,39
47,44
47,139
47,158
48,68
49,4
49,6
49,7
49,8
49,11
49,14
49,15
49,18
49,21
49,22
49,26
49,27
49,30
49,32
49,33
49,34
49,35
49,36
49,37
49,40
49,42
49,44
49,45
49,48
49,49
49,51
49,52
49,53
49,59
49,60
49,62
49,68
49,69
49,72
49,73
49,77
49,80
49,82
49,83
49,84
49,86
49,88
49,90
49,102
49,116
49,117
49,121
49,133
49,158
52,15
52,63
52,68
52,73
52,84
52,87
54,100
55,4
55,6
55,14
55,15
55,27
55,45
55,66
55,127
58,6
58,27
58,32
58,42
58,45
58,60
58,79
59,27
62,3
62,4
62,6
62,7
62,8
62,21
62,22
62,26
62,27
62,30
62,34
62,36
62,40
62,44
62,51
62,60
62,63
62,68
62,69
62,87
62,117
63,15
63,27
63,30
63,35
63,36
63,52
63,68
63,69
63,73
63,84
63,87
63,88
63,121
64,14
64,44
65,4
65,6
65,14
65,15
65,35
65,44
65,45
65,128
66,6
66,45
66,55
66,90
68,3
68,6
68,15
68,22
68,27
68,32
68,35
68,42
68,44
68,48
68,52
68,60
68,62
68,63
68,69
68,73
68,80
68,83
68,84
68,86
68,90
68,100
68,102
68,116
68,117
69,3
69,14
69,15
69,22
69,27
69,30
69,35
69,63
69,73
69,84
69,87
69,88
70,4
70,6
70,7
70,8
70,14
70,21
70,22
70,27
70,32
70,34
70,36
70,37
70,42
70,44
70,62
70,80
70,88
70,102
70,109
71,7
71,8
71,25
71,113
72,32
73,11
73,30
73,98
73,121
74,14
74,27
76,4
76,6
76,11
76,14
76,15
76,22
76,23
76,25
76,27
76,32
76,35
76,37
76,40
76,42
76,44
76,45
76,51
76,60
76,77
76,78
76,80
76,82
76,83
76,84
76,86
76,90
76,102
76,117
76,128
78,6
78,14
78,15
78,27
78,30
78,32
78,35
78,37
78,44
78,59
78,60
78,80
78,82
78,91
78,102
78,117
78,158
79,58
81,14
82,14
82,27
82,30
82,35
82,37
82,42
82,44
82,53
82,74
82,117
84,22
84,27
84,30
84,40
84,52
84,63
84,68
84,69
84,73
84,87
86,90
87,30
87,63
87,69
87,84
87,88
88,22
88,35
88,60
88,84
88,87
89,6
89,22
89,25
89,32
89,33
89,36
89,42
89,83
89,90
89,117
89,125
89,134
89,146
89,158
91,6
91,14
91,22
93,14
93,21
93,27
93,33
93,34
93,63
93,77
93,84
93,96
94,14
94,27
94,32
94,35
94,42
94,44
94,77
94,82
94,127
95,14
95,22
95,27
95,32
95,35
95,44
95,51
95,60
95,77
95,86
95,117
96,6
96,22
96,23
96,25
96,27
96,31
96,32
96,33
96,35
96,37
96,42
96,44
96,45
96,49
96,51
96,55
96,60
96,77
96,80
96,86
96,117
96,146
96,158
97,6
97,16
97,45
97,58
97,109
98,13
98,14
98,73
98,121
100,116
100,117
100,133
101,4
101,6
101,14
101,45
101,58
101,97
103,102
104,14
105,2
105,6
105,7
105,8
105,23
105,26
105,29
105,34
105,45
105,99
105,156
105,165
105,182
107,15
108,4
108,6
108,14
108,27
108,32
108,37
108,44
108,45
108,66
108,95
108,96
109,3
109,4
109,6
109,7
109,8
109,10
109,11
109,13
109,14
109,15
109,18
109,19
109,21
109,22
109,23
109,26
109,27
109,28
109,32
109,33
109,34
109,35
109,36
109,37
109,42
109,44
109,48
109,51
109,52
109,57
109,59
109,60
109,62
109,63
109,68
109,71
109,72
109,73
109,75
109,77
109,80
109,82
109,83
109,86
109,90
109,100
109,102
109,104
109,115
109,116
109,117
109,119
109,121
109,125
109,133
109,134
109,138
109,139
109,146
109,150
109,158
109,168
110,15
110,19
110,33
110,134
110,158
110,212
111,134
111,158
114,5
114,6
114,11
114,18
114,22
114,26
114,27
114,30
114,32
114,33
114,34
114,35
114,36
114,37
114,42
114,44
114,48
114,49
114,51
114,60
114,68
114,77
114,80
114,82
114,86
114,102
114,117
114,134
114,146
114,158
115,60
115,168
120,127
120,128
121,30
121,73
121,98
121,117
124,157
125,15
125,134
125,158
135,6
135,26
135,28
135,34
135,44
136,6
136,14
136,45
146,33
146,125
146,134
146,158
148,15
148,21
148,22
148,27
148,84
150,14
156,105
161,105
163,27
163,32
163,80
163,158
166,105
167,33
167,125
168,60
168,109
168,115
176,33
176,36
176,125
176,134
176,158
181,159
186,27
199,6
204,59
1,35
2,3
2,7
2,9
2,10
2,16
2,23
2,25
2,26
2,27
2,28
2,29
2,31
2,33
2,40
2,45
2,49
2,96
2,97
2,99
2,105
2,110
2,125
2,156
2,158
2,166
2,182
2,212
3,4
3,6
3,11
3,14
3,15
3,19
3,22
3,23
3,25
3,27
3,30
3,32
3,35
3,37
3,40
3,42
3,44
3,45
3,49
3,52
3,60
3,63
3,69
3,73
3,74
3,76
3,82
3,83
3,84
3,86
3,87
3,88
3,96
3,105
3,158
4,7
4,10
4,11
4,14
4,15
4,21
4,23
4,26
4,27
4,30
4,35
4,37
4,44
4,54
4,57
4,68
4,70
4,74
4,82
4,109
4,112
4,134
4,173
5,5
5,7
5,9
5,10
5,11
5,14
5,15
5,16
5,18
5,21
5,23
5,26
5,27
5,28
5,29
5,31
5,33
5,35
5,37
5,39
5,40
5,44
5,45
5,49
5,53
5,54
5,55
5,66
5,70
5,76
5,78
5,82
5,88
5,89
5,91
5,94
5,95
5,96
5,108
5,109
5,112
5,119
5,125
5,134
5,146
5,158
5,187
6,3
6,6
6,7
6,8
6,14
6,25
6,26
6,28
6,29
6,32
6,35
6,42
6,44
6,45
6,49
6,69
6,76
6,78
6,80
6,82
6,84
6,89
6,91
6,96
6,103
6,105
6,112
6,116
6,119
6,120
6,127
6,130
6,146
6,178
6,181
7,6
7,16
7,17
7,18
7,19
7,22
7,23
7,26
7,27
7,28
7,29
7,31
7,32
7,34
7,44
7,45
7,54
7,66
7,71
7,92
7,96
7,97
7,110
7,119
7,120
7,166
7,180
7,182
8,6
8,16
8,18
8,110
8,119
8,140
9,6
9,8
9,17
9,19
9,22
9,23
9,26
9,27
9,28
9,29
9,31
9,32
9,34
9,44
9,45
9,54
9,66
9,71
9,92
9,96
9,120
9,166
9,180
10,9
10,18
10,23
10,26
10,29
10,97
10,182
11,13
11,14
11,15
11,21
11,22
11,25
11,27
11,30
11,36
11,44
11,70
11,73
11,80
11,82
11,98
11,102
11,121
12,25
12,28
12,33
12,44
12,48
12,70
12,113
12,146
12,158
13,3
13,11
13,36
13,44
13,68
14,3
14,4
14,6
14,7
14,9
14,11
14,15
14,19
14,21
14,22
14,23
14,25
14,26
14,27
14,28
14,29
14,30
14,32
14,33
14,35
14,36
14,37
14,40
14,42
14,44
14,45
14,48
14,49
14,51
14,52
14,54
14,57
14,59
14,60
14,63
14,68
14,69
14,70
14,72
14,73
14,74
14,76
14,77
14,78
14,80
14,82
14,83
14,84
14,86
14,87
14,88
14,91
14,96
14,98
14,100
14,102
14,104
14,105
14,109
14,117
14,121
14,130
14,146
14,148
14,150
14,156
14,187
14,213
15,3
15,4
15,6
15,7
15,9
15,11
15,13
15,14
15,21
15,22
15,23
15,26
15,27
15,30
15,32
15,33
15,35
15,36
15,37
15,39
15,40
15,42
15,44
15,49
15,52
15,62
15,63
15,68
15,69
15,70
15,73
15,74
15,76
15,77
15,80
15,82
15,83
15,84
15,86
15,87
15,88
15,96
15,98
15,102
15,109
15,117
15,121
15,148
15,158
15,212
16,45
16,55
16,58
16,76
16,79
16,94
16,97
16,108
16,136
17,3
17,6
17,7
17,8
17,9
17,10
17,14
17,18
17,19
17,23
17,26
17,27
17,28
17,29
17,31
17,33
17,34
17,35
17,39
17,44
17,45
17,67
17,70
17,80
17,100
17,109
17,110
17,113
17,119
17,125
17,134
17,146
17,155
17,158
17,190
17,212
18,23
18,26
18,29
18,31
18,39
18,134
19,133
19,134
21,14
21,27
21,44
22,2
22,3
22,4
22,11
22,14
22,15
22,19
22,25
22,27
22,28
22,32
22,35
22,36
22,37
22,40
22,42
22,44
22,45
22,48
22,49
22,51
22,52
22,53
22,60
22,62
22,63
22,68
22,69
22,76
22,77
22,78
22,80
22,82
22,84
22,87
22,88
22,89
22,96
22,100
22,113
22,117
22,119
22,148
22,157
22,159
23,6
23,7
23,9
23,14
23,27
23,31
23,45
23,96
24,32
25,14
25,19
25,36
25,158
26,7
26,8
26,18
26,19
26,22
26,27
26,34
27,3
27,4
27,7
27,10
27,11
27,13
27,14
27,15
27,19
27,21
27,22
27,23
27,30
27,33
27,35
27,36
27,37
27,44
27,52
27,57
27,68
27,70
27,73
27,74
27,82
27,84
27,87
27,88
27,96
27,102
27,112
27,121
27,127
27,148
27,158
27,166
28,3
28,6
28,18
28,26
28,39
28,44
28,67
28,71
28,125
28,158
29,3
29,6
29,7
29,9
29,10
29,18
29,26
29,39
29,44
29,45
29,49
29,119
29,134
29,158
30,3
30,4
30,11
30,14
30,15
30,21
30,22
30,27
30,32
30,35
30,36
30,42
30,44
30,63
30,68
30,69
30,73
30,87
30,88
30,98
30,102
30,121
31,2
31,6
31,7
31,9
31,26
31,27
31,45
31,66
32,14
32,19
32,25
32,27
32,40
32,42
32,44
32,116
32,117
32,133
32,146
33,55
33,110
33,158
34,7
34,8
34,18
34,26
34,71
34,139
34,166
35,4
35,6
35,11
35,13
35,14
35,15
35,22
35,25
35,27
35,30
35,34
35,36
35,37
35,40
35,42
35,44
35,48
35,49
35,52
35,53
35,55
35,63
35,68
35,69
35,70
35,78
35,80
35,82
35,84
35,87
35,96
35,134
35,146
35,173
35,213
36,11
36,13
36,22
36,27
36,30
36,80
36,84
36,91
37,3
37,4
37,14
37,15
37,19
37,35
37,40
37,42
37,70
37,84
37,96
37,100
37,109
37,125
37,168
39,3
39,5
39,6
39,7
39,8
39,9
39,10
39,18
39,23
39,26
39,27
39,28
39,29
39,31
39,33
39,34
39,39
39,45
39,49
39,55
39,66
39,67
39,80
39,108
39,109
39,110
39,113
39,115
39,119
39,125
39,139
39,158
39,212
40,3
40,4
40,11
40,14
40,15
40,19
40,22
40,23
40,25
40,26
40,27
40,28
40,35
40,36
40,37
40,42
40,44
40,48
40,51
40,60
40,68
40,69
40,70
40,72
40,78
40,80
40,86
40,89
40,96
40,100
40,133
40,158
42,3
42,14
42,22
42,23
42,25
42,26
42,27
42,30
42,32
42,35
42,40
42,44
42,69
42,70
42,71
42,73
42,82
42,83
42,84
42,89
42,91
42,98
42,100
42,116
42,117
42,121
42,133
42,146
43,19
43,57
43,67
43,71
43,75
43,92
43,113
43,119
43,125
43,134
43,158
43,212
43,213
44,3
44,4
44,11
44,14
44,15
44,19
44,21
44,22
44,27
44,35
44,36
44,37
44,45
44,52
44,68
44,70
44,71
44,73
44,80
44,82
44,98
44,113
44,119
44,121
44,148
44,173
44,187
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,13
45,14
45,15
45,16
45,17
45,18
45,19
45,21
45,22
45,23
45,25
45,26
45,27
45,28
45,29
45,30
45,31
45,32
45,33
45,34
45,35
45,36
45,37
45,39
45,40
45,42
45,44
45,48
45,49
45,51
45,52
45,53
45,54
45,55
45,58
45,60
45,62
45,63
45,66
45,67
45,68
45,69
45,70
45,71
45,72
45,75
45,76
45,78
45,79
45,80
45,82
45,83
45,84
45,86
45,89
45,90
45,91
45,92
45,94
45,95
45,96
45,97
45,98
45,100
45,102
45,103
45,105
45,108
45,109
45,112
45,113
45,116
45,117
45,119
45,120
45,121
45,125
45,127
45,128
45,130
45,134
45,136
45,146
45,148
45,157
45,158
45,168
45,173
45,178
45,180
45,182
47,2
47,6
47,39
47,45
47,80
49,2
49,4
49,5
49,6
49,7
49,8
49,9
49,10
49,11
49,14
49,15
49,16
49,17
49,18
49,19
49,21
49,22
49,23
49,25
49,26
49,27
49,28
49,29
49,30
49,31
49,32
49,33
49,35
49,36
49,37
49,39
49,40
49,42
49,44
49,45
49,48
49,49
49,51
49,52
49,53
49,54
49,55
49,57
49,58
49,59
49,60
49,62
49,63
49,66
49,67
49,68
49,69
49,70
49,71
49,73
49,76
49,77
49,78
49,79
49,80
49,82
49,83
49,84
49,86
49,87
49,88
49,89
49,90
49,91
49,94
49,95
49,96
49,97
49,105
49,108
49,109
49,112
49,113
49,117
49,119
49,121
49,125
49,128
49,133
49,134
49,146
49,150
49,155
49,156
49,158
49,173
49,178
49,180
49,187
50,112
51,37
51,40
51,48
51,60
51,69
51,86
51,88
52,3
52,14
52,22
52,25
52,30
52,32
52,35
52,40
52,42
52,48
52,60
52,62
52,63
52,68
52,69
52,71
52,82
52,84
52,86
52,87
52,90
52,116
52,146
54,57
55,16
55,35
55,44
55,45
55,49
55,66
55,76
55,97
55,108
55,127
59,14
59,57
59,119
59,157
59,170
60,3
60,14
60,15
60,19
60,22
60,32
60,37
60,40
60,42
60,48
60,51
60,68
60,69
60,78
60,84
60,86
60,87
60,88
60,90
60,91
60,148
62,22
62,68
62,69
63,3
63,11
63,14
63,15
63,22
63,27
63,30
63,35
63,37
63,44
63,48
63,51
63,60
63,68
63,69
63,84
63,86
63,87
63,88
63,116
63,121
66,22
66,35
66,45
66,55
67,80
67,146
67,168
68,14
68,15
68,22
68,31
68,35
68,48
68,52
68,62
68,84
68,90
69,3
69,4
69,6
69,11
69,14
69,15
69,19
69,22
69,23
69,25
69,27
69,30
69,31
69,32
69,35
69,36
69,37
69,40
69,42
69,44
69,48
69,49
69,51
69,52
69,60
69,62
69,63
69,68
69,73
69,76
69,78
69,80
69,83
69,84
69,86
69,87
69,88
69,89
69,90
69,91
69,96
69,98
69,100
69,102
69,105
69,109
69,116
69,117
69,121
69,146
69,148
70,80
70,146
71,4
71,27
71,80
71,92
71,109
71,113
71,125
73,11
73,30
73,68
73,87
73,98
73,121
74,4
74,14
74,15
74,27
75,14
75,109
75,113
75,115
75,168
76,3
76,5
76,6
76,14
76,15
76,16
76,22
76,27
76,28
76,39
76,40
76,42
76,45
76,49
76,52
76,55
76,58
76,66
76,69
76,79
76,94
76,95
76,96
76,97
76,108
76,109
76,136
78,213
79,45
79,58
79,97
80,36
81,16
81,58
81,70
81,94
82,14
82,35
82,37
82,53
83,15
83,22
83,25
83,27
83,30
83,32
83,40
83,42
83,68
83,69
83,84
83,87
83,89
83,117
83,146
84,3
84,4
84,6
84,14
84,15
84,21
84,22
84,25
84,27
84,30
84,31
84,32
84,35
84,37
84,40
84,42
84,44
84,51
84,52
84,60
84,62
84,63
84,68
84,69
84,70
84,83
84,86
84,87
84,88
84,89
84,90
84,91
84,96
84,100
84,116
84,146
84,148
86,3
86,4
86,14
86,15
86,19
86,21
86,22
86,23
86,25
86,27
86,31
86,32
86,35
86,42
86,51
86,52
86,60
86,62
86,68
86,69
86,70
86,77
86,78
86,83
86,84
86,87
86,88
86,89
86,90
86,91
86,116
86,117
87,3
87,4
87,11
87,14
87,15
87,22
87,27
87,30
87,32
87,35
87,42
87,48
87,52
87,60
87,63
87,69
87,73
87,83
87,84
87,88
88,3
88,14
88,15
88,22
88,27
88,60
88,69
88,86
88,90
90,6
90,77
90,86
92,6
92,71
92,113
92,181
93,14
93,19
93,28
93,32
93,33
93,48
93,49
93,59
93,70
93,77
93,84
93,96
93,180
93,213
94,127
95,5
95,16
95,35
95,45
95,49
95,55
95,66
95,96
95,108
96,3
96,4
96,6
96,7
96,9
96,14
96,15
96,22
96,23
96,27
96,32
96,35
96,40
96,42
96,45
96,48
96,49
96,58
96,60
96,66
96,69
96,72
96,76
96,78
96,84
96,86
96,87
96,100
96,105
96,108
96,109
96,117
96,146
97,16
97,37
97,79
98,73
98,121
100,133
101,16
101,49
101,55
101,76
101,97
103,127
104,14
105,2
105,3
105,14
105,15
105,23
105,27
105,31
105,40
105,42
105,45
105,96
105,99
105,105
105,156
105,165
105,166
107,5
107,31
107,35
107,49
107,55
107,59
107,78
107,82
107,94
107,96
107,108
107,146
107,187
108,4
108,6
108,7
108,9
108,14
108,15
108,22
108,23
108,27
108,35
108,36
108,37
108,45
108,52
108,55
108,58
108,66
108,94
108,95
108,96
108,97
108,127
109,7
109,10
109,14
109,18
109,19
109,22
109,23
109,27
109,29
109,31
109,34
109,35
109,37
109,39
109,44
109,49
109,54
109,59
109,67
109,71
109,75
109,80
109,82
109,92
109,96
109,104
109,105
109,110
109,113
109,115
109,119
109,134
109,138
109,150
109,157
109,168
110,212
111,158
112,127
112,128
112,130
113,71
113,181
114,5
114,14
114,22
114,26
114,40
114,53
114,91
114,96
114,146
114,187
115,15
115,71
115,75
115,109
115,113
115,138
115,150
115,168
117,42
117,69
119,6
119,25
119,37
119,59
119,157
119,170
119,180
120,45
120,130
121,36
121,73
121,98
122,170
122,187
124,26
124,119
124,157
125,158
132,67
132,178
133,19
136,16
136,97
136,103
137,70
139,7
139,10
139,31
139,39
141,7
141,9
142,14
142,118
142,159
146,25
146,89
146,158
147,7
147,9
147,39
150,110
152,75
152,109
152,113
152,168
153,7
153,8
153,9
153,18
153,23
153,26
153,34
153,39
153,158
154,115
157,6
159,181
167,33
168,27
168,67
168,71
168,75
168,115
170,119
170,157
170,173
173,119
173,157
173,180
180,57
180,157
180,173
187,14
187,53
187,80
187,213
204,59
2,2
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,14
2,15
2,16
2,18
2,19
2,22
2,23
2,25
2,26
2,27
2,29
2,31
2,32
2,33
2,34
2,36
2,37
2,39
2,42
2,44
2,45
2,48
2,51
2,59
2,60
2,70
2,76
2,78
2,80
2,82
2,90
2,91
2,96
2,99
2,103
2,105
2,109
2,110
2,112
2,113
2,125
2,128
2,133
2,134
2,139
2,140
2,146
2,150
2,155
2,156
2,158
2,166
2,182
2,187
2,212
3,4
3,11
3,14
3,15
3,21
3,22
3,27
3,30
3,32
3,35
3,36
3,37
3,44
3,48
3,51
3,52
3,60
3,63
3,68
3,69
3,73
3,77
3,84
3,86
3,87
3,88
3,90
3,98
4,3
4,11
4,13
4,14
4,15
4,19
4,21
4,22
4,25
4,27
4,30
4,32
4,35
4,36
4,44
4,52
4,57
4,59
4,60
4,62
4,63
4,68
4,74
4,82
4,84
4,87
4,88
4,92
4,119
4,148
4,182
4,212
5,4
5,5
5,7
5,8
5,9
5,11
5,13
5,14
5,15
5,19
5,22
5,25
5,26
5,27
5,29
5,32
5,33
5,34
5,35
5,36
5,37
5,42
5,44
5,48
5,51
5,53
5,57
5,59
5,60
5,62
5,68
5,70
5,77
5,78
5,80
5,82
5,89
5,90
5,91
5,94
5,96
5,108
5,109
5,116
5,117
5,125
5,127
5,133
5,134
5,146
5,150
5,158
5,187
5,193
5,212
6,4
6,7
6,8
6,9
6,10
6,14
6,15
6,16
6,18
6,23
6,27
6,29
6,32
6,34
6,37
6,39
6,44
6,45
6,59
6,74
6,76
6,104
6,112
6,127
6,128
7,25
7,26
7,28
7,29
7,33
7,59
7,70
7,71
7,72
7,119
7,134
7,146
7,150
7,159
8,140
9,8
9,25
9,26
9,28
9,29
9,33
9,59
9,70
9,71
9,72
9,119
9,134
9,140
9,146
9,159
10,8
10,140
10,150
11,3
11,4
11,13
11,14
11,15
11,21
11,22
11,25
11,27
11,29
11,30
11,32
11,35
11,36
11,37
11,44
11,52
11,62
11,63
11,68
11,69
11,73
11,74
11,80
11,82
11,84
11,87
11,88
11,98
11,102
11,119
11,146
11,148
12,158
13,4
13,11
13,27
13,36
13,68
13,69
13,98
14,3
14,4
14,7
14,8
14,11
14,13
14,15
14,21
14,22
14,25
14,27
14,29
14,30
14,32
14,35
14,36
14,37
14,44
14,52
14,57
14,59
14,60
14,62
14,63
14,68
14,69
14,70
14,71
14,73
14,74
14,78
14,80
14,82
14,84
14,87
14,88
14,98
14,119
14,121
14,134
14,148
14,150
14,158
14,180
14,182
14,187
14,212
15,3
15,4
15,7
15,8
15,11
15,13
15,14
15,19
15,21
15,22
15,25
15,26
15,27
15,29
15,30
15,32
15,35
15,36
15,37
15,44
15,48
15,51
15,52
15,60
15,62
15,63
15,68
15,69
15,73
15,74
15,80
15,82
15,83
15,84
15,87
15,88
15,90
15,91
15,98
15,102
15,116
15,121
15,133
15,148
15,158
15,182
15,193
15,212
16,58
16,97
17,19
17,25
17,26
17,28
17,29
17,33
17,34
17,39
17,57
17,59
17,89
17,116
17,119
17,125
17,133
17,134
17,146
17,150
17,155
17,158
17,180
17,187
17,190
17,212
18,7
18,8
18,29
18,212
21,3
21,4
21,7
21,8
21,11
21,13
21,14
21,15
21,19
21,22
21,27
21,30
21,32
21,35
21,36
21,37
21,44
21,52
21,59
21,62
21,63
21,68
21,69
21,70
21,73
21,74
21,80
21,82
21,87
21,91
21,109
21,116
21,119
21,148
21,182
22,3
22,4
22,11
22,13
22,14
22,15
22,21
22,25
22,27
22,29
22,30
22,32
22,35
22,36
22,37
22,44
22,48
22,51
22,52
22,53
22,59
22,62
22,63
22,68
22,69
22,71
22,73
22,74
22,80
22,82
22,84
22,87
22,88
22,90
22,98
22,116
22,119
22,121
22,148
22,150
22,187
22,212
23,6
23,7
23,8
23,25
23,29
23,34
23,39
23,45
23,139
23,140
23,158
24,158
25,19
25,158
26,25
26,28
26,34
26,134
26,158
26,212
27,3
27,4
27,7
27,8
27,11
27,13
27,14
27,15
27,19
27,21
27,22
27,25
27,29
27,30
27,32
27,33
