"from","to"
34,29
34,40
34,66
34,84
34,99
34,105
34,109
34,155
34,212
35,4
35,6
35,14
35,21
35,22
35,31
35,39
35,55
35,58
35,82
35,102
36,4
36,11
36,13
36,27
36,30
36,80
36,98
37,14
39,99
40,3
40,4
40,15
40,31
40,44
40,68
40,76
40,105
42,70
42,83
42,117
43,19
43,90
43,116
43,119
43,125
43,155
43,158
43,173
43,187
43,212
44,6
44,14
44,15
44,21
44,22
44,27
44,30
44,37
44,59
44,62
44,63
44,71
44,80
45,6
45,7
45,8
45,14
45,16
45,27
45,28
45,29
45,39
45,44
45,55
45,58
45,70
45,76
45,97
45,102
45,103
45,108
45,112
45,120
45,127
45,128
45,136
45,158
45,178
47,6
47,21
47,26
47,27
47,36
47,44
47,60
47,98
47,120
47,146
49,95
49,178
52,17
52,68
52,90
52,100
54,158
55,158
56,2
56,4
56,5
56,6
56,14
56,15
56,17
56,22
56,25
56,26
56,27
56,28
56,32
56,33
56,34
56,35
56,40
56,42
56,44
56,45
56,51
56,58
56,60
56,68
56,83
56,109
56,112
56,117
56,128
56,134
56,155
56,158
58,16
58,128
62,158
63,30
63,87
68,48
68,52
68,90
69,84
70,6
70,44
70,80
71,17
71,26
71,27
71,28
71,33
71,34
71,44
71,67
71,91
73,98
73,121
74,4
76,40
76,136
78,39
78,158
82,14
82,44
82,53
83,15
86,51
86,77
87,63
87,69
88,51
88,77
88,90
92,70
93,17
93,28
93,33
97,16
97,58
98,4
98,32
98,36
98,121
99,105
102,36
104,2
104,4
104,5
104,6
104,7
104,9
104,10
104,14
104,15
104,17
104,22
104,23
104,25
104,26
104,27
104,28
104,30
104,31
104,32
104,33
104,34
104,35
104,37
104,40
104,42
104,44
104,45
104,49
104,51
104,60
104,76
104,78
104,80
104,83
104,86
104,90
104,91
104,94
104,99
104,102
104,105
104,108
104,109
104,112
104,116
104,117
104,120
104,128
104,133
104,134
104,150
104,155
104,156
104,158
104,182
105,2
105,166
109,26
109,34
109,37
109,75
109,115
109,119
109,138
109,158
109,168
110,2
110,3
110,6
110,11
110,14
110,15
110,17
110,22
110,23
110,25
110,26
110,27
110,28
110,33
110,35
110,37
110,40
110,44
110,45
110,49
110,70
110,94
110,105
110,146
110,156
110,158
110,182
110,212
112,178
113,2
113,7
113,10
113,17
113,23
113,26
113,27
113,28
113,33
113,34
113,44
113,67
113,71
113,86
113,134
113,158
115,158
121,30
121,73
121,98
124,158
142,155
150,14
156,166
2,2
2,7
2,8
2,9
2,10
2,11
2,18
2,21
2,23
2,26
2,27
2,31
2,34
2,39
2,45
2,48
2,58
2,96
2,99
2,105
2,109
2,110
2,119
2,134
2,139
2,148
2,150
2,166
3,4
3,14
3,15
3,19
3,22
3,27
3,30
3,32
3,37
3,51
3,52
3,60
3,63
3,68
3,69
3,74
3,80
3,82
3,84
3,87
3,88
3,90
3,146
4,2
4,3
4,5
4,6
4,7
4,8
4,9
4,11
4,13
4,14
4,15
4,18
4,19
4,21
4,22
4,23
4,25
4,26
4,27
4,28
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,39
4,40
4,42
4,44
4,48
4,52
4,54
4,58
4,59
4,60
4,62
4,63
4,67
4,68
4,69
4,70
4,73
4,74
4,78
4,80
4,82
4,84
4,86
4,87
4,88
4,98
4,102
4,104
4,109
4,112
4,113
4,117
4,119
4,121
4,130
4,133
4,134
4,146
4,148
4,156
4,158
4,181
4,182
4,187
5,6
5,18
5,22
5,35
5,37
5,44
5,49
5,58
5,76
5,95
5,96
5,108
5,112
6,2
6,4
6,6
6,7
6,9
6,10
6,13
6,15
6,22
6,23
6,25
6,26
6,27
6,30
6,31
6,34
6,37
6,39
6,40
6,45
6,52
6,62
6,63
6,70
6,76
6,80
6,86
6,102
6,105
6,109
6,112
6,119
6,128
6,134
7,2
7,4
7,6
7,14
7,15
7,22
7,23
7,25
7,26
7,27
7,29
7,31
7,32
7,34
7,36
7,37
7,39
7,40
7,44
7,45
7,48
7,49
7,52
7,58
7,67
7,69
7,70
7,80
7,88
7,96
7,105
7,108
7,109
7,110
7,119
7,120
7,127
7,134
7,180
8,2
8,9
8,23
8,26
8,39
8,70
8,108
8,110
8,134
8,140
9,2
9,4
9,6
9,8
9,9
9,10
9,14
9,15
9,22
9,23
9,25
9,26
9,27
9,29
9,31
9,32
9,34
9,36
9,37
9,39
9,40
9,44
9,45
9,48
9,49
9,52
9,58
9,67
9,69
9,80
9,88
9,96
9,105
9,108
9,109
9,119
9,120
9,127
9,140
9,180
10,2
10,4
10,6
10,8
10,9
10,23
10,29
10,31
10,34
10,45
11,2
11,3
11,4
11,5
11,6
11,13
11,14
11,15
11,18
11,22
11,23
11,27
11,30
11,31
11,32
11,35
11,36
11,37
11,39
11,40
11,42
11,44
11,45
11,49
11,51
11,52
11,58
11,60
11,68
11,69
11,70
11,73
11,76
11,80
11,82
11,86
11,87
11,90
11,96
11,98
11,102
11,108
11,112
11,117
12,25
12,27
12,44
12,45
12,67
12,70
12,91
12,104
12,146
13,35
13,36
13,98
14,2
14,3
14,4
14,5
14,7
14,9
14,10
14,11
14,15
14,22
14,23
14,25
14,27
14,28
14,30
14,31
14,32
14,34
14,35
14,36
14,37
14,39
14,40
14,42
14,44
14,45
14,49
14,51
14,54
14,57
14,59
14,60
14,62
14,63
14,68
14,69
14,70
14,74
14,76
14,78
14,80
14,82
14,84
14,86
14,87
14,91
14,96
14,97
14,104
14,105
14,119
14,125
14,146
14,148
14,150
14,156
14,157
14,170
14,182
14,187
15,2
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,13
15,14
15,18
15,19
15,22
15,23
15,25
15,26
15,27
15,28
15,30
15,31
15,32
15,33
15,34
15,35
15,36
15,37
15,39
15,40
15,42
15,44
15,45
15,48
15,49
15,51
15,52
15,58
15,60
15,62
15,63
15,68
15,69
15,70
15,73
15,74
15,76
15,77
15,78
15,80
15,82
15,83
15,84
15,86
15,87
15,88
15,90
15,91
15,96
15,97
15,98
15,100
15,102
15,105
15,108
15,109
15,116
15,117
15,121
15,125
15,130
15,134
15,146
15,148
15,168
16,58
16,76
16,79
16,97
16,136
17,6
17,11
17,34
17,39
17,45
17,67
17,68
17,70
17,71
17,75
17,96
17,105
17,109
17,110
17,112
17,134
17,155
17,158
17,212
18,2
18,6
18,7
18,8
18,9
18,10
18,19
18,23
18,26
18,28
18,29
18,31
18,32
18,34
18,39
18,40
18,42
18,49
18,52
18,54
18,60
18,67
18,70
18,86
18,96
18,103
18,105
18,109
18,110
18,112
18,116
18,128
18,134
18,155
18,173
18,212
19,116
21,7
21,9
21,32
21,35
21,40
21,42
21,44
22,2
22,3
22,4
22,5
22,6
22,7
22,9
22,10
22,14
22,15
22,23
22,25
22,27
22,30
22,31
22,32
22,34
22,35
22,36
22,37
22,39
22,40
22,42
22,44
22,45
22,48
22,49
22,51
22,52
22,58
22,60
22,62
22,63
22,67
22,68
22,69
22,70
22,71
22,76
22,77
22,78
22,79
22,80
22,82
22,84
22,86
22,87
22,88
22,90
22,91
22,96
22,98
22,100
22,110
22,116
22,117
22,119
22,121
22,148
22,150
23,2
23,6
23,7
23,8
23,9
23,10
23,11
23,15
23,18
23,26
23,31
23,34
23,37
23,39
23,44
23,76
23,117
24,72
25,2
25,6
25,15
25,62
25,105
25,115
25,118
26,2
26,5
26,6
26,7
26,8
26,9
26,10
26,18
26,19
26,23
26,27
26,28
26,29
26,31
26,32
26,33
26,34
26,39
26,40
26,42
26,45
26,49
26,52
26,54
26,58
26,59
26,60
26,63
26,67
26,68
26,70
26,75
26,76
26,78
26,79
26,80
26,84
26,86
26,96
26,99
26,100
26,103
26,104
26,105
26,108
26,109
26,110
26,115
26,116
26,119
26,125
26,128
26,133
26,134
26,139
26,146
26,155
26,158
26,168
26,212
27,3
27,4
27,5
27,6
27,7
27,9
27,10
27,11
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,21
27,22
27,23
27,25
27,26
27,30
27,31
27,32
27,33
27,34
27,35
27,36
27,37
27,39
27,40
27,42
27,44
27,45
27,48
27,49
27,51
27,52
27,54
27,58
27,60
27,62
27,63
27,67
27,68
27,69
27,70
27,71
27,73
27,74
27,76
27,78
27,80
27,82
27,83
27,84
27,86
27,87
27,88
27,90
27,96
27,98
27,102
27,105
27,109
27,110
27,112
27,117
27,119
27,121
27,127
27,130
27,134
27,146
27,148
27,182
28,6
28,44
28,45
29,2
29,6
29,34
29,39
30,3
30,4
30,6
30,7
30,9
30,14
30,15
30,21
30,32
30,36
30,44
30,48
30,51
30,52
30,63
30,69
30,70
30,73
30,80
30,84
30,87
30,88
30,98
30,100
30,102
30,108
30,121
31,2
31,7
31,9
31,10
31,16
31,23
31,26
31,29
31,32
31,105
31,119
32,11
32,15
32,26
32,42
32,52
32,69
32,70
32,72
32,73
32,83
32,84
32,86
32,100
32,116
32,117
32,121
32,133
33,25
33,91
33,146
33,158
34,2
34,6
34,7
34,8
34,9
34,10
34,11
34,18
34,19
34,23
34,26
34,28
34,29
34,31
34,32
34,39
34,44
34,45
34,68
34,70
34,86
34,96
34,99
34,104
34,105
34,108
34,109
34,110
34,113
34,119
34,139
34,155
34,158
34,166
34,212
35,4
35,5
35,7
35,9
35,10
35,13
35,14
35,15
35,16
35,22
35,23
35,26
35,27
35,28
35,30
35,32
35,34
35,35
35,37
35,39
35,45
35,49
35,51
35,52
35,53
35,54
35,58
35,63
35,67
35,68
35,70
35,78
35,82
35,87
35,91
35,94
35,96
35,97
35,108
35,109
35,146
35,148
35,158
36,3
36,4
36,5
36,6
36,7
36,8
36,9
36,10
36,11
36,13
36,14
36,15
36,19
36,21
36,22
36,23
36,27
36,30
36,31
36,32
36,35
36,37
36,39
36,40
36,42
36,44
36,45
36,51
36,52
36,60
36,62
36,63
36,68
36,69
36,70
36,73
36,76
36,77
36,80
36,82
36,83
36,84
36,86
36,87
36,90
36,96
36,98
36,100
36,102
36,105
36,108
36,110
36,117
36,121
36,134
36,146
37,3
37,7
37,9
37,14
37,15
37,22
37,23
37,26
37,27
37,35
37,36
37,39
37,40
37,42
37,44
37,70
37,76
37,78
37,80
37,96
37,108
37,109
39,2
39,7
39,10
39,15
39,19
39,23
39,29
39,30
39,34
39,35
39,44
39,69
39,80
39,92
39,105
39,109
39,125
39,139
40,3
40,15
40,19
40,23
40,25
40,26
40,32
40,37
40,48
40,51
40,52
40,54
40,68
40,69
40,70
40,72
40,83
40,84
40,90
40,100
40,125
40,146
40,187
42,2
42,27
42,32
42,73
42,83
42,100
42,116
42,117
42,133
42,182
43,2
43,6
43,11
43,19
43,25
43,33
43,44
43,45
43,67
43,75
43,92
43,104
43,113
43,119
43,125
43,134
43,158
43,159
43,213
44,2
44,4
44,5
44,6
44,7
44,9
44,10
44,13
44,14
44,15
44,21
44,22
44,23
44,27
44,29
44,30
44,31
44,32
44,34
44,35
44,36
44,37
44,39
44,40
44,42
44,58
44,60
44,62
44,63
44,68
44,69
44,70
44,71
44,73
44,76
44,77
44,80
44,82
44,84
44,86
44,87
44,98
44,102
44,105
44,109
44,113
44,119
44,134
44,146
44,148
44,158
44,173
44,182
44,212
45,2
45,3
45,4
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,13
45,14
45,15
45,16
45,17
45,18
45,21
45,23
45,25
45,26
45,27
45,29
45,30
45,31
45,32
45,33
45,34
45,35
45,36
45,37
45,39
45,40
45,42
45,44
45,49
45,52
45,58
45,60
45,62
45,66
45,67
45,69
45,70
45,71
45,73
45,76
45,77
45,79
45,80
45,82
45,86
45,87
45,88
45,90
45,92
45,94
45,96
45,97
45,99
45,102
45,103
45,105
45,108
45,109
45,112
45,119
45,120
45,125
45,127
45,128
45,130
45,134
45,136
45,146
45,148
45,156
45,157
45,158
45,182
47,39
47,139
49,2
49,5
49,23
49,58
49,80
49,95
49,96
49,158
50,119
51,60
51,86
52,14
52,32
52,34
52,42
52,68
52,84
52,90
55,2
55,6
55,15
55,45
55,95
55,96
55,97
55,108
55,112
55,128
55,130
58,16
58,79
58,97
59,170
59,173
60,3
60,36
60,51
60,77
60,86
60,88
60,90
62,68
63,3
63,30
63,37
63,69
63,87
65,100
66,45
66,76
66,94
66,96
66,108
66,110
68,6
68,15
68,23
68,30
68,31
68,45
68,48
68,52
68,62
68,77
68,84
68,86
68,146
69,30
69,35
69,42
69,51
69,60
69,63
69,84
69,87
69,88
69,98
70,6
70,7
70,10
70,44
71,75
71,92
71,104
71,113
71,115
71,181
73,87
73,98
73,121
74,4
76,5
76,6
76,16
76,49
76,58
76,96
76,97
76,108
76,136
78,35
80,6
80,7
80,9
80,10
80,11
80,13
80,15
80,23
80,27
80,31
80,34
80,36
80,44
80,45
80,69
80,73
80,110
82,4
82,5
82,14
82,15
82,35
82,37
82,44
82,45
82,53
82,74
82,78
82,80
84,30
84,32
84,42
84,52
84,63
84,69
84,83
84,86
84,96
86,6
86,51
86,77
86,88
86,90
87,30
87,32
87,52
87,63
87,69
88,3
88,48
88,51
88,60
88,70
88,86
89,62
89,146
90,86
91,14
91,25
91,187
92,6
92,113
92,181
93,21
93,27
93,30
93,33
93,40
93,48
93,70
93,77
93,91
93,97
95,96
95,108
96,2
96,5
96,6
96,7
96,9
96,10
96,23
96,44
96,49
96,66
96,94
96,95
97,16
97,58
97,79
97,136
98,13
98,73
98,121
101,58
101,97
101,136
102,73
103,120
105,2
105,6
105,7
105,8
105,9
105,10
105,15
105,18
105,23
105,26
105,29
105,31
105,39
105,99
105,156
105,166
105,182
108,96
109,15
109,31
109,71
109,75
109,92
109,113
109,115
109,119
109,138
109,150
109,168
110,15
110,27
110,40
110,44
110,52
110,84
110,146
112,44
112,120
112,128
113,115
114,5
114,49
114,96
114,108
117,6
117,42
117,72
117,73
119,170
119,173
120,45
120,112
120,130
121,73
121,98
125,2
125,33
125,45
125,158
128,45
128,112
130,112
135,2
135,25
135,45
138,75
146,2
146,45
153,23
167,67
167,146
168,75
169,6
184,45
186,26
1,17
1,19
1,28
1,34
1,36
1,45
2,14
2,18
2,26
2,34
2,39
2,99
2,105
2,109
2,110
2,156
2,166
2,212
3,2
3,11
3,14
3,15
3,19
3,22
3,27
3,30
3,32
3,36
3,37
3,40
3,42
3,45
3,48
3,51
3,52
3,60
3,63
3,68
3,69
3,73
3,74
3,82
3,83
3,84
3,86
3,87
3,88
3,102
3,109
3,121
4,3
4,14
4,15
4,16
4,22
4,23
4,27
4,30
4,31
4,39
4,44
4,58
4,63
4,66
4,74
4,78
4,80
4,82
4,91
4,105
4,110
4,119
4,159
5,15
5,37
5,109
6,2
6,3
6,4
6,5
6,6
6,7
6,9
6,10
6,15
6,16
6,17
6,23
6,27
6,29
6,31
6,32
6,44
6,45
6,58
6,63
6,73
6,76
6,94
6,103
6,110
6,112
6,133
6,134
6,158
6,212
7,2
7,3
7,4
7,5
7,6
7,11
7,14
7,15
7,17
7,18
7,19
7,22
7,23
7,26
7,27
7,28
7,29
7,31
7,32
7,33
7,34
7,35
7,36
7,37
7,39
7,42
7,44
7,45
7,48
7,49
7,51
7,54
7,55
7,58
7,59
7,60
7,66
7,68
7,69
7,70
7,71
7,72
7,76
7,78
7,80
7,82
7,94
7,96
7,99
7,103
7,105
7,108
7,109
7,110
7,112
7,127
7,130
7,134
7,146
7,150
7,155
7,156
7,157
7,158
7,159
7,182
8,2
8,6
8,14
8,23
8,34
8,45
8,66
8,105
8,110
8,112
8,140
9,2
9,3
9,4
9,5
9,6
9,8
9,10
9,11
9,14
9,15
9,17
9,18
9,19
9,22
9,23
9,26
9,27
9,28
9,29
9,31
9,32
9,33
9,34
9,35
9,36
9,37
9,39
9,42
9,44
9,45
9,48
9,49
9,51
9,54
9,55
9,58
9,59
9,60
9,68
9,69
9,70
9,71
9,72
9,76
9,78
9,80
9,82
9,94
9,96
9,99
9,103
9,105
9,108
9,109
9,110
9,112
9,127
9,134
9,140
9,146
9,150
9,156
9,157
9,158
9,159
9,182
10,2
10,6
10,105
10,130
10,155
11,13
11,14
11,23
11,36
11,44
11,80
11,82
11,102
11,121
12,2
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,14
12,15
12,16
12,17
12,18
12,19
12,22
12,23
12,25
12,26
12,27
12,28
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,37
12,39
12,40
12,42
12,44
12,45
12,49
12,51
12,52
12,58
12,60
12,63
12,66
12,68
12,69
12,70
12,73
12,76
12,78
12,80
12,84
12,86
12,87
12,88
12,89
12,90
12,91
12,99
12,100
12,102
12,105
12,109
12,110
12,112
12,117
12,121
12,128
12,134
12,146
12,150
12,156
12,182
13,2
13,3
13,5
13,7
13,9
13,10
13,11
13,15
13,17
13,22
13,27
13,32
13,35
13,36
13,37
13,42
13,44
13,45
13,51
13,60
13,63
13,70
13,73
13,76
13,80
13,84
13,86
13,87
13,98
13,105
13,117
13,121
14,3
14,4
14,6
14,15
14,22
14,23
14,25
14,27
14,30
14,32
14,35
14,36
14,37
14,44
14,45
14,49
14,54
14,57
14,58
14,59
14,62
14,74
14,76
14,78
14,80
14,82
14,94
14,96
14,97
14,102
14,105
14,108
14,148
14,150
14,156
14,180
14,182
14,187
15,2
15,3
15,4
15,5
15,6
15,7
15,9
15,10
15,11
15,13
15,14
15,16
15,18
15,22
15,23
15,27
15,30
15,31
15,32
15,34
15,35
15,36
15,37
15,39
15,40
15,44
15,45
15,48
15,52
15,58
15,60
15,62
15,63
15,68
15,69
15,70
15,73
15,74
15,78
15,80
15,84
15,87
15,88
15,94
15,96
15,98
15,102
15,105
15,109
15,117
15,121
15,134
15,150
15,182
15,212
16,27
16,58
16,79
16,97
17,2
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,11
17,13
17,14
17,15
17,16
17,18
17,19
17,21
17,22
17,23
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
17,34
17,35
17,36
17,37
17,39
17,40
17,42
17,44
17,45
17,48
17,49
17,52
17,54
17,55
17,58
17,59
17,60
17,63
17,66
17,67
17,68
17,70
17,71
17,75
17,76
17,78
17,80
17,82
17,83
17,84
17,86
17,90
17,91
17,92
17,94
17,95
17,96
17,97
17,98
17,99
17,100
17,103
17,104
17,105
17,108
17,109
17,110
17,112
17,113
17,116
17,119
17,120
17,125
17,128
17,133
17,134
17,146
17,150
17,155
17,156
17,158
17,182
17,187
17,212
18,6
18,7
18,8
18,26
18,31
18,32
18,39
18,51
18,55
18,58
18,182
19,2
19,4
19,6
19,14
19,23
19,27
19,28
19,31
19,34
19,44
19,55
19,72
19,134
19,156
19,158
21,44
21,84
22,3
22,4
22,6
22,7
22,10
22,11
22,14
22,15
22,17
22,23
22,27
22,31
22,32
22,35
22,36
22,37
22,39
22,40
22,44
22,45
22,48
22,49
22,52
22,55
22,63
22,68
22,70
22,71
22,73
22,78
22,80
22,82
22,84
22,87
22,88
22,90
22,91
22,94
22,105
22,108
22,109
22,110
22,117
22,134
22,148
22,155
23,4
23,7
23,10
23,19
23,26
23,91
23,110
25,2
25,3
25,6
25,14
25,15
25,36
25,37
25,49
25,84
25,91
25,94
25,115
25,158
26,2
26,6
26,7
26,9
26,10
26,14
26,18
26,23
26,31
26,34
26,39
26,44
26,105
26,109
26,128
27,2
27,3
27,4
27,6
27,7
27,9
27,11
27,13
27,14
27,15
27,16
27,17
27,18
27,21
27,22
27,23
27,26
27,30
27,31
27,32
27,34
27,35
27,36
27,37
27,39
27,42
27,44
27,45
27,49
27,52
27,58
27,63
27,68
27,69
27,70
27,73
27,74
27,76
27,78
27,80
27,82
27,84
27,86
27,87
27,97
27,98
27,102
27,105
27,109
27,117
27,127
27,130
27,148
28,2
28,4
28,6
28,7
28,10
28,11
28,15
28,17
28,19
28,23
28,31
28,33
28,34
28,36
28,44
28,45
28,59
28,68
28,80
28,105
28,109
28,110
28,134
28,150
28,155
28,158
30,2
30,3
30,4
30,6
30,7
30,9
30,10
30,14
30,15
30,21
30,22
30,27
30,32
30,42
30,44
30,60
30,63
30,69
30,73
30,76
30,80
30,83
30,84
30,87
30,88
30,90
30,98
30,117
30,121
30,133
31,44
32,3
32,6
32,14
32,15
32,17
32,18
32,22
32,26
32,27
32,30
32,31
32,37
32,44
32,63
32,70
32,72
32,83
32,109
32,110
32,112
32,117
33,17
33,94
33,158
34,5
34,7
34,8
34,14
34,18
34,26
34,27
34,29
34,40
34,44
34,52
34,66
34,99
34,109
34,110
34,212
35,4
35,6
35,7
35,9
35,10
35,11
35,13
35,14
35,15
35,16
35,21
35,22
35,23
35,27
35,29
35,30
35,31
35,33
35,36
35,37
35,39
35,42
35,44
35,45
35,49
35,51
35,55
35,58
35,66
35,74
35,76
35,80
35,82
35,84
35,91
35,94
35,96
35,97
35,102
35,103
35,105
35,110
36,4
36,11
36,13
36,27
36,30
36,44
36,80
36,82
36,98
36,102
36,121
37,14
37,15
37,84
37,110
38,32
39,2
39,3
39,6
39,7
39,10
39,11
39,15
39,17
39,27
39,36
39,39
39,45
39,80
39,97
39,105
39,109
39,110
39,125
39,130
39,150
39,156
40,2
40,3
40,4
40,5
40,6
40,11
40,13
40,14
40,15
40,16
40,22
40,23
40,25
40,26
40,27
40,28
40,30
40,31
40,32
40,34
40,35
40,36
40,37
40,39
40,42
40,44
40,45
40,48
40,49
40,51
40,52
40,55
40,68
40,69
40,70
40,76
40,78
40,80
40,82
40,84
40,90
40,91
40,94
40,96
40,99
40,100
40,102
40,108
40,109
40,110
40,117
40,128
40,134
40,148
40,156
40,158
40,182
42,3
42,5
42,6
42,14
42,15
42,18
42,22
42,27
42,28
42,30
42,31
42,32
42,34
42,40
42,44
42,60
42,63
42,70
42,73
42,78
42,80
42,83
42,86
42,87
42,99
42,100
42,109
42,110
42,112
42,117
42,120
42,156
43,5
43,19
43,26
43,33
43,44
43,52
43,54
43,59
43,68
43,71
43,92
43,110
43,113
43,116
43,119
43,125
43,133
43,134
43,158
43,181
43,212
44,3
44,4
44,6
44,7
44,10
44,11
44,13
44,14
44,15
44,21
44,22
44,23
44,27
44,29
44,30
44,31
44,32
44,35
44,36
44,37
44,39
44,45
44,59
44,62
44,63
44,70
44,73
44,80
44,82
44,88
44,92
44,102
44,109
44,110
44,120
44,121
44,128
44,134
44,148
45,2
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,16
45,17
45,21
45,25
45,27
45,29
45,31
45,32
45,34
45,35
45,39
45,49
45,52
45,55
45,58
45,66
45,68
45,70
45,76
45,79
45,94
45,95
45,96
45,97
45,102
45,103
45,105
45,108
45,109
45,112
45,120
45,127
45,128
45,136
45,158
45,178
45,182
46,32
46,133
47,2
47,3
47,4
47,5
47,6
47,7
47,8
47,10
47,11
47,14
47,15
47,17
47,18
47,22
47,23
47,26
47,27
47,28
47,29
47,30
47,31
47,32
47,34
47,35
47,36
47,37
47,39
47,42
47,44
47,45
47,63
47,66
47,70
47,76
47,80
47,94
47,99
47,105
47,109
47,112
47,148
47,150
47,156
47,158
48,6
48,14
48,15
48,22
48,37
48,45
48,63
48,68
48,87
48,90
49,5
49,18
49,35
49,44
49,58
49,76
49,78
49,96
49,108
49,109
49,112
49,158
51,6
51,15
51,76
51,86
51,88
51,156
52,5
52,6
52,14
52,15
52,17
52,18
52,22
52,23
52,25
52,26
52,27
52,28
52,30
52,32
52,34
52,35
52,37
52,39
52,40
52,42
52,44
52,45
52,48
52,49
52,51
52,59
52,60
52,63
52,68
52,70
52,73
52,76
52,78
52,80
52,83
52,84
52,90
52,91
52,94
52,99
52,100
52,109
52,110
52,112
52,117
52,150
52,156
52,182
55,6
55,66
55,82
58,6
58,16
58,79
58,97
59,45
60,3
60,6
60,40
60,51
60,77
60,80
60,109
62,80
63,3
63,4
63,13
63,15
63,17
63,22
63,27
63,30
63,32
63,42
63,60
63,69
63,73
63,80
63,83
63,84
63,87
63,117
63,121
66,35
66,55
67,18
67,28
67,71
68,44
68,45
68,52
68,62
69,2
69,6
69,14
69,15
69,22
69,27
69,30
69,37
69,42
69,60
69,80
69,84
69,86
69,87
69,88
69,117
70,6
70,45
70,63
70,69
70,80
71,28
71,44
73,3
73,14
73,15
73,22
73,27
73,32
73,42
73,44
73,60
73,87
73,98
73,100
73,121
74,4
75,45
75,109
76,6
76,16
76,39
76,45
76,97
76,136
77,6
77,7
77,10
77,48
77,90
78,4
78,6
78,14
78,15
78,22
78,23
78,25
78,26
78,27
78,31
78,34
78,39
78,44
78,58
78,60
78,68
78,82
78,91
78,109
78,110
78,120
78,156
80,27
80,37
80,63
81,68
81,110
82,14
82,15
82,35
82,37
82,44
82,53
83,3
83,84
84,3
84,6
84,14
84,18
84,26
84,27
84,30
84,34
84,39
84,42
84,44
84,45
84,60
84,68
84,80
84,94
84,109
84,110
84,148
84,150
86,2
86,3
86,4
86,15
86,22
86,27
86,51
86,60
86,69
86,77
86,88
86,90
87,30
87,44
87,63
87,69
87,84
88,3
88,22
88,27
88,51
88,60
88,69
88,90
89,2
89,3
89,4
89,5
89,6
89,7
89,9
89,14
89,15
89,16
89,17
89,22
89,23
89,25
89,27
89,28
89,32
89,33
89,34
89,35
89,36
89,39
89,40
89,42
89,44
89,45
89,49
89,51
89,52
89,55
89,58
89,60
89,62
89,66
89,67
89,68
89,76
89,78
89,80
89,82
89,86
89,91
89,94
89,95
89,96
89,105
89,108
89,109
89,112
89,116
89,134
89,146
89,148
89,150
89,156
89,158
89,182
90,2
90,3
90,5
90,6
90,7
90,10
90,14
90,15
90,22
90,23
90,27
90,30
90,32
90,35
90,44
90,45
90,48
90,49
90,52
90,76
90,80
90,83
90,86
90,88
90,109
90,121
90,156
93,17
93,28
93,33
93,40
93,59
93,63
93,77
93,90
93,91
95,96
95,108
96,17
96,27
96,36
96,49
96,66
96,94
97,58
98,3
98,4
98,13
98,15
98,32
98,36
98,73
98,80
98,121
99,165
100,42
101,16
101,79
104,14
104,150
105,6
105,17
105,99
105,156
105,166
107,49
108,45
109,34
109,37
109,44
109,45
109,75
109,96
109,115
109,119
109,138
109,168
110,2
110,3
110,6
110,11
110,14
110,15
110,22
110,26
110,37
110,44
110,45
110,76
110,80
110,212
111,33
112,6
112,45
112,120
112,128
112,178
113,28
119,6
120,130
121,3
121,30
121,73
121,98
121,102
126,28
134,130
135,2
135,6
135,15
135,23
135,31
135,34
135,36
135,44
135,45
135,62
135,68
135,109
135,110
135,134
135,155
135,158
142,57
143,18
146,11
146,44
147,36
150,14
152,168
153,26
153,28
153,158
155,45
157,44
161,110
163,110
189,110
201,22
201,45
204,59
2,2
2,7
2,8
2,22
2,23
2,26
2,31
2,34
2,35
2,99
2,105
2,156
2,166
2,182
2,212
3,4
3,6
3,11
3,14
3,15
3,22
3,30
3,35
3,36
3,37
3,44
3,48
3,51
3,52
3,60
3,63
3,68
3,69
3,73
3,74
3,82
3,84
3,86
3,87
3,88
3,90
4,7
4,8
4,11
4,13
4,14
4,15
4,21
4,22
4,23
4,25
4,26
4,27
4,30
4,34
4,35
4,36
4,37
4,44
4,52
4,57
4,63
4,66
4,68
4,69
4,74
4,80
4,82
4,84
4,104
4,119
4,121
4,133
4,146
4,148
4,156
4,157
4,181
4,212
5,7
5,8
5,26
5,48
5,49
5,95
5,133
5,158
5,212
6,7
6,8
6,23
6,34
6,39
6,45
6,58
6,76
6,103
6,104
6,105
6,112
6,120
6,127
6,128
6,130
6,133
6,136
6,178
6,182
7,2
7,23
7,26
7,34
7,39
7,54
7,105
7,109
7,113
8,109
8,140
9,2
9,8
9,23
9,26
9,34
9,39
9,54
9,105
9,113
9,140
10,8
10,9
10,105
11,2
11,4
11,7
11,8
11,13
11,14
11,15
11,21
11,22
11,26
11,27
11,30
11,34
11,35
11,36
11,37
11,44
11,45
11,48
11,63
11,68
11,74
11,80
11,82
11,87
11,98
11,119
11,148
